age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
48,Self-emp,592149,12th,10,Married-civ-spouse,Other-service,Wife,White,Male,0,0,86,United-States,>50K
44,Self-emp,952821,Masters,15,Never-married,Exec-managerial,Husband,White,Female,0,0,77,United-States,<=50K
19,Private,212728,Assoc-voc,4,Divorced,Tech-support,Own-child,White,Male,0,0,16,United-States,<=50K
21,Private,536765,12th,7,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
30,Private,883310,HS-grad,15,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,18,United-States,<=50K
52,Private,278281,HS-grad,7,Never-married,Tech-support,Unmarried,White,Male,27507,0,96,United-States,>50K
89,Private,307788,9th,13,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,42,United-States,>50K
83,Private,108346,Assoc-acdm,12,Separated,Prof-specialty,Wife,White,Female,0,0,42,United-States,<=50K
23,Private,138823,7th-8th,14,Never-married,Armed-Forces,Other-relative,White,Male,0,0,93,United-States,>50K
48,Private,441813,Masters,8,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,13,United-States,>50K
27,Private,783489,5th-6th,2,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,74,United-States,<=50K
38,Government,149667,Some-college,11,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,0,43,Philippines,<=50K
40,Private,166974,Prof-school,12,Never-married,Machine-op-inspct,Own-child,White,Male,74829,0,94,Other,<=50K
20,Self-emp,56261,Assoc-acdm,2,Never-married,Armed-Forces,Other-relative,White,Male,0,0,97,Philippines,>50K
49,Private,905144,9th,4,Never-married,Protective-serv,Husband,Black,Female,0,0,88,United-States,<=50K
37,Private,622554,HS-grad,13,Never-married,Transport-moving,Unmarried,White,Female,0,0,73,United-States,>50K
46,Private,377297,Masters,10,Divorced,Priv-house-serv,Not-in-family,White,Male,0,0,34,United-States,>50K
69,Self-emp,934190,Assoc-voc,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,64,United-States,>50K
63,Private,184181,Masters,9,Married-civ-spouse,Sales,Husband,Black,Female,0,0,18,United-States,<=50K
51,Government,597327,Assoc-voc,10,Never-married,Armed-Forces,Husband,White,Male,0,0,26,United-States,<=50K
78,Private,69737,HS-grad,12,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
89,Private,717162,Preschool,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,69,United-States,>50K
88,Self-emp,366793,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,22,United-States,<=50K
87,Private,784393,11th,13,Never-married,Other-service,Not-in-family,White,Male,0,0,12,Mexico,<=50K
28,Self-emp,762822,Some-college,4,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,77,United-States,<=50K
80,Private,222269,10th,9,Divorced,Sales,Wife,Black,Female,0,0,13,United-States,<=50K
38,Private,584317,10th,15,Divorced,Prof-specialty,Not-in-family,White,Male,54546,0,16,United-States,>50K
20,Self-emp,306798,1st-4th,14,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,35,United-States,>50K
27,Government,207911,11th,3,Never-married,Tech-support,Unmarried,White,Male,0,0,84,United-States,>50K
44,Private,454108,Prof-school,12,Divorced,Transport-moving,Own-child,White,Male,0,0,33,Philippines,>50K
29,Self-emp,879464,Masters,5,Never-married,Prof-specialty,Husband,Black,Male,86075,0,19,Other,<=50K
24,Private,521780,1st-4th,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,22,India,<=50K
34,Self-emp,468152,Bachelors,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,53,United-States,>50K
82,Private,753320,Prof-school,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,48,United-States,<=50K
81,Private,607276,Some-college,3,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,28,United-States,<=50K
43,Private,926126,Preschool,10,Married-civ-spouse,Protective-serv,Other-relative,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
32,Private,298618,Doctorate,9,Married-civ-spouse,Priv-house-serv,Wife,White,Male,0,1474,28,United-States,>50K
50,Private,442102,HS-grad,6,Never-married,Protective-serv,Unmarried,White,Male,62525,0,85,United-States,<=50K
79,Private,631697,Assoc-acdm,4,Never-married,Exec-managerial,Husband,White,Female,0,0,61,United-States,>50K
64,Private,772103,Preschool,14,Separated,Prof-specialty,Own-child,Black,Male,0,0,95,United-States,>50K
52,Without-pay,131483,Preschool,4,Separated,Prof-specialty,Own-child,White,Male,0,0,56,United-States,<=50K
82,Private,787092,7th-8th,8,Divorced,Armed-Forces,Wife,White,Male,0,0,39,United-States,<=50K
89,Private,512972,12th,7,Divorced,Adm-clerical,Wife,White,Male,0,0,55,Philippines,<=50K
42,Private,24426,Assoc-acdm,1,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,70472,0,85,United-States,<=50K
74,Government,960839,12th,6,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,92281,0,30,Philippines,>50K
49,Private,136689,10th,8,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,84,United-States,<=50K
80,Private,564829,Masters,3,Never-married,Prof-specialty,Unmarried,White,Male,0,0,57,United-States,<=50K
29,Private,917078,1st-4th,14,Never-married,Adm-clerical,Wife,White,Female,0,0,71,United-States,>50K
80,Private,347060,Some-college,9,Never-married,Priv-house-serv,Wife,White,Male,0,0,67,United-States,<=50K
18,Private,397619,9th,10,Married-civ-spouse,Sales,Husband,Black,Male,0,0,27,United-States,>50K
68,Private,240729,Prof-school,2,Divorced,Protective-serv,Not-in-family,White,Male,0,0,68,United-States,<=50K
87,Private,873772,Preschool,14,Married-civ-spouse,Priv-house-serv,Own-child,Other,Male,0,0,57,United-States,>50K
25,Private,253791,7th-8th,6,Widowed,Protective-serv,Not-in-family,White,Male,0,0,72,United-States,<=50K
85,Private,522933,5th-6th,12,Separated,Protective-serv,Not-in-family,White,Male,0,2858,21,United-States,>50K
22,Private,101092,12th,1,Divorced,Transport-moving,Wife,Black,Male,0,0,96,United-States,>50K
56,Private,670325,7th-8th,12,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,43,United-States,<=50K
40,Government,468920,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,>50K
85,Government,132400,10th,15,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,0,0,96,United-States,<=50K
69,Private,185196,Bachelors,2,Never-married,Exec-managerial,Other-relative,White,Male,0,0,62,United-States,>50K
21,Private,995711,Masters,13,Married-civ-spouse,Sales,Unmarried,White,Male,67704,0,34,United-States,<=50K
64,Private,419978,Doctorate,5,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,71,United-States,>50K
38,Private,957408,7th-8th,1,Married-civ-spouse,Protective-serv,Other-relative,White,Male,0,0,13,United-States,<=50K
73,Private,339612,7th-8th,8,Separated,Protective-serv,Unmarried,White,Male,0,0,22,United-States,<=50K
83,Private,548501,9th,1,Divorced,Farming-fishing,Unmarried,White,Male,0,0,51,United-States,<=50K
76,Government,174033,Prof-school,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,58,United-States,<=50K
24,Government,296983,Prof-school,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,2467,87,United-States,<=50K
66,Private,433158,12th,10,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,65,United-States,>50K
33,Private,302469,Assoc-acdm,11,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,56,United-States,>50K
34,Government,101583,Preschool,3,Never-married,Transport-moving,Wife,White,Male,0,0,17,United-States,<=50K
51,Government,20207,Bachelors,12,Never-married,Protective-serv,Own-child,White,Male,0,0,64,United-States,<=50K
50,Government,892403,7th-8th,2,Divorced,Transport-moving,Wife,White,Male,0,0,97,United-States,<=50K
43,Private,473368,Prof-school,15,Married-civ-spouse,Sales,Wife,White,Female,0,0,27,United-States,>50K
83,Private,637606,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,>50K
80,Private,214486,Masters,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,98,United-States,>50K
58,Private,418030,Preschool,15,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,0,0,90,United-States,>50K
75,Private,289828,5th-6th,4,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,41,United-States,<=50K
27,Private,701328,9th,12,Never-married,Craft-repair,Wife,White,Male,0,0,33,United-States,<=50K
32,Government,799805,Prof-school,1,Divorced,Farming-fishing,Wife,White,Male,0,0,16,United-States,<=50K
59,Government,100685,11th,1,Widowed,Priv-house-serv,Unmarried,White,Male,15880,0,22,United-States,<=50K
74,Private,642321,Assoc-acdm,7,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,78,United-States,>50K
34,Government,896119,Assoc-voc,2,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0,0,51,United-States,<=50K
77,Private,549466,10th,7,Never-married,Transport-moving,Not-in-family,White,Male,0,930,40,United-States,>50K
26,Self-emp,298100,Doctorate,12,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,83,United-States,>50K
53,Private,914657,HS-grad,15,Never-married,Protective-serv,Own-child,Black,Male,0,0,35,United-States,<=50K
53,Private,992187,7th-8th,7,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,95,United-States,>50K
65,Private,574980,Doctorate,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,85,United-States,>50K
68,Private,578407,Masters,10,Never-married,Transport-moving,Husband,White,Male,0,0,41,United-States,<=50K
87,Private,363779,HS-grad,14,Never-married,Other-service,Own-child,White,Male,0,0,61,United-States,>50K
85,Private,539279,Masters,9,Never-married,Transport-moving,Wife,Asian-Pac-Islander,Male,0,0,29,United-States,<=50K
39,Without-pay,801634,12th,13,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,49,United-States,>50K
23,Private,661780,Some-college,7,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,68,United-States,<=50K
43,Private,292460,7th-8th,13,Never-married,Handlers-cleaners,Unmarried,White,Female,99881,0,86,United-States,>50K
20,Private,563983,HS-grad,14,Separated,Protective-serv,Own-child,White,Female,0,0,23,United-States,<=50K
69,Private,931126,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,<=50K
77,Private,988241,12th,12,Married-civ-spouse,Machine-op-inspct,Own-child,Other,Male,0,0,95,United-States,<=50K
80,Self-emp,911584,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,91,United-States,>50K
82,Private,853564,Doctorate,8,Divorced,Craft-repair,Not-in-family,White,Female,0,0,57,United-States,<=50K
69,Private,798042,Some-college,8,Never-married,Protective-serv,Wife,White,Female,58499,0,52,United-States,<=50K
31,Self-emp,969076,1st-4th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,25,Mexico,>50K
89,Private,136092,11th,13,Separated,Adm-clerical,Not-in-family,White,Male,0,0,44,United-States,<=50K
85,Private,420204,Assoc-voc,8,Never-married,Prof-specialty,Other-relative,White,Male,0,0,62,United-States,>50K
45,Government,105862,1st-4th,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,77363,0,43,United-States,>50K
88,Private,788015,7th-8th,15,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,12,United-States,>50K
27,Private,207228,1st-4th,8,Never-married,Armed-Forces,Other-relative,White,Male,0,0,77,United-States,>50K
74,Government,418551,Prof-school,5,Widowed,Exec-managerial,Other-relative,White,Female,0,0,14,Mexico,>50K
83,Private,799034,HS-grad,4,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,19,United-States,>50K
67,Private,888727,10th,6,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,61,United-States,>50K
31,Without-pay,327769,Some-college,2,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States,>50K
33,Private,882152,Doctorate,12,Divorced,Adm-clerical,Wife,White,Male,0,0,40,United-States,>50K
71,Private,770762,10th,2,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,0,0,75,Philippines,>50K
60,Government,491674,1st-4th,2,Never-married,Priv-house-serv,Wife,White,Male,0,0,85,United-States,<=50K
59,Government,378608,Doctorate,9,Never-married,Protective-serv,Other-relative,White,Female,0,0,78,United-States,<=50K
39,Private,877366,Preschool,15,Married-civ-spouse,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
85,Private,234537,Assoc-voc,14,Divorced,Farming-fishing,Other-relative,White,Male,0,0,36,India,>50K
36,Self-emp,726615,Assoc-acdm,10,Never-married,Tech-support,Husband,White,Male,0,0,96,United-States,>50K
83,Self-emp,725621,1st-4th,3,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,42,United-States,>50K
56,Private,508201,1st-4th,15,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,77,United-States,>50K
36,Private,25903,Assoc-voc,10,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,68,United-States,<=50K
33,Private,938813,9th,4,Divorced,Craft-repair,Wife,White,Male,0,0,73,United-States,<=50K
71,Government,962987,7th-8th,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,94,United-States,>50K
42,Government,768003,12th,12,Divorced,Sales,Husband,White,Male,0,0,97,United-States,>50K
35,Government,18070,Prof-school,8,Widowed,Transport-moving,Other-relative,White,Male,0,0,53,Canada,<=50K
40,Government,393522,Masters,4,Never-married,Other-service,Other-relative,Other,Female,0,0,97,United-States,<=50K
28,Private,43217,Prof-school,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,77860,0,58,United-States,>50K
56,Private,925733,HS-grad,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,62,United-States,>50K
85,Self-emp,367105,Masters,10,Separated,Priv-house-serv,Other-relative,White,Female,0,0,83,United-States,<=50K
42,Self-emp,268453,11th,13,Never-married,Craft-repair,Other-relative,White,Male,0,0,58,United-States,>50K
80,Private,71305,10th,7,Divorced,Handlers-cleaners,Wife,White,Female,0,0,75,United-States,<=50K
47,Private,25106,Assoc-voc,5,Married-civ-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,83392,0,72,Germany,>50K
62,Government,830269,10th,9,Never-married,Armed-Forces,Not-in-family,Black,Male,0,0,34,United-States,>50K
78,Private,800449,10th,4,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,13,United-States,>50K
68,Private,39420,Prof-school,3,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,60,United-States,>50K
26,Private,496919,Assoc-voc,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,20,United-States,<=50K
19,Private,897555,5th-6th,2,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,26,United-States,>50K
22,Private,285726,Some-college,1,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,0,0,75,United-States,>50K
79,Self-emp,89403,7th-8th,11,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,79,United-States,<=50K
86,Private,478979,7th-8th,6,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,82,United-States,>50K
69,Private,904118,10th,10,Never-married,Transport-moving,Other-relative,White,Male,0,0,78,United-States,>50K
22,Private,715911,7th-8th,2,Divorced,Other-service,Husband,White,Male,0,0,93,United-States,>50K
76,Self-emp,353627,10th,8,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,>50K
85,Government,873900,10th,6,Separated,Tech-support,Wife,White,Female,0,193,94,United-States,<=50K
26,Self-emp,782296,Prof-school,12,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,82,Germany,>50K
39,Government,676345,Doctorate,12,Married-civ-spouse,Farming-fishing,Wife,White,Female,95761,0,81,United-States,<=50K
44,Private,933879,12th,5,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,29,Philippines,<=50K
27,Private,287949,1st-4th,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,36,United-States,<=50K
78,Private,27107,7th-8th,2,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0,2955,17,United-States,<=50K
68,Private,707761,Bachelors,7,Married-civ-spouse,Armed-Forces,Not-in-family,White,Male,0,0,94,United-States,>50K
27,Self-emp,83071,Some-college,2,Divorced,Armed-Forces,Unmarried,White,Male,0,0,70,Mexico,<=50K
23,Private,965092,12th,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,37,Philippines,<=50K
79,Government,943974,Prof-school,14,Never-married,Protective-serv,Wife,White,Male,0,0,96,United-States,<=50K
22,Private,689441,Prof-school,5,Never-married,Adm-clerical,Own-child,White,Female,0,0,79,United-States,<=50K
87,Private,541134,Assoc-acdm,2,Separated,Prof-specialty,Unmarried,White,Female,0,0,12,United-States,>50K
80,Private,778819,Doctorate,11,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,78,United-States,>50K
73,Private,866117,9th,10,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,82,Canada,>50K
76,Private,257511,1st-4th,11,Widowed,Priv-house-serv,Unmarried,White,Male,0,0,16,United-States,<=50K
80,Private,242796,Bachelors,11,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,69,United-States,>50K
76,Private,302069,12th,2,Never-married,Sales,Unmarried,White,Male,0,0,13,United-States,<=50K
68,Private,326133,1st-4th,15,Married-civ-spouse,Sales,Wife,White,Male,0,0,14,United-States,>50K
67,Private,385477,7th-8th,7,Married-civ-spouse,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,20,United-States,>50K
21,Private,258243,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,24,United-States,>50K
65,Private,78748,9th,5,Married-civ-spouse,Farming-fishing,Not-in-family,Black,Female,0,0,73,United-States,<=50K
49,Private,255023,1st-4th,7,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,22,United-States,<=50K
68,Private,472674,5th-6th,4,Married-civ-spouse,Armed-Forces,Unmarried,White,Male,0,0,16,United-States,<=50K
69,Private,892512,10th,2,Divorced,Protective-serv,Own-child,Black,Male,0,0,15,United-States,<=50K
51,Private,369745,1st-4th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,>50K
53,Private,713057,Prof-school,2,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,35703,1663,73,United-States,>50K
87,Private,364745,Bachelors,5,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,59,United-States,>50K
60,Private,294838,Doctorate,6,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,0,0,39,United-States,>50K
33,Private,671402,7th-8th,15,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,31,United-States,>50K
76,Self-emp,149085,9th,15,Married-civ-spouse,Craft-repair,Wife,White,Male,0,0,34,United-States,>50K
70,Private,41285,Prof-school,7,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,37,United-States,>50K
36,Private,52446,Doctorate,3,Never-married,Prof-specialty,Other-relative,White,Male,0,0,93,United-States,<=50K
58,Self-emp,849111,5th-6th,4,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,0,0,48,Philippines,<=50K
64,Private,362328,Masters,8,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Male,35537,0,76,United-States,>50K
71,Self-emp,461284,Doctorate,4,Never-married,Transport-moving,Own-child,White,Male,0,0,14,United-States,>50K
72,Private,538042,HS-grad,7,Never-married,Tech-support,Wife,White,Female,0,0,74,United-States,<=50K
36,Private,526066,Preschool,12,Married-civ-spouse,Tech-support,Wife,Black,Male,0,0,24,United-States,<=50K
79,Self-emp,807619,9th,6,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,0,0,76,United-States,>50K
76,Private,964637,7th-8th,7,Never-married,Sales,Unmarried,White,Male,0,0,49,United-States,<=50K
82,Private,264170,Assoc-voc,1,Widowed,Armed-Forces,Other-relative,White,Female,0,0,78,United-States,>50K
85,Private,386455,HS-grad,3,Separated,Priv-house-serv,Wife,White,Male,0,0,86,United-States,<=50K
45,Private,600370,Assoc-voc,6,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,52,United-States,<=50K
35,Private,964001,Assoc-acdm,3,Divorced,Protective-serv,Other-relative,White,Male,0,0,10,United-States,<=50K
43,Private,115654,Masters,15,Never-married,Priv-house-serv,Husband,White,Male,0,0,31,United-States,<=50K
36,Self-emp,121693,1st-4th,14,Never-married,Priv-house-serv,Own-child,White,Male,0,2550,71,United-States,>50K
72,Self-emp,254019,11th,15,Divorced,Tech-support,Wife,White,Male,0,0,88,United-States,>50K
74,Private,982540,12th,14,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,>50K
23,Without-pay,451671,11th,7,Married-civ-spouse,Other-service,Wife,White,Male,0,0,27,United-States,>50K
18,Private,372416,Bachelors,9,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,57,United-States,<=50K
25,Private,761495,Doctorate,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,18,United-States,<=50K
68,Self-emp,14516,10th,14,Separated,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K
42,Self-emp,863227,Prof-school,1,Never-married,Transport-moving,Unmarried,White,Male,0,0,18,India,>50K
64,Self-emp,777809,9th,10,Married-civ-spouse,Sales,Wife,White,Male,0,0,32,Other,<=50K
72,Private,557664,1st-4th,15,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,54,United-States,>50K
81,Private,886108,Assoc-acdm,13,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,11,United-States,>50K
27,Government,619141,9th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,23,United-States,<=50K
73,Private,340189,Assoc-voc,12,Never-married,Protective-serv,Own-child,White,Female,1540,0,47,United-States,>50K
29,Private,54968,Some-college,1,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,271,49,United-States,<=50K
50,Private,939768,9th,1,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,72,United-States,<=50K
88,Self-emp,923992,HS-grad,14,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,91,United-States,>50K
34,Private,159018,Masters,8,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
78,Private,959139,Prof-school,9,Never-married,Tech-support,Wife,White,Male,0,2636,84,United-States,>50K
27,Private,216885,Masters,2,Married-civ-spouse,Other-service,Husband,White,Female,0,0,15,United-States,<=50K
48,Private,36365,10th,9,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,12,United-States,<=50K
77,Self-emp,165531,9th,5,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,23,United-States,>50K
87,Private,336057,Prof-school,13,Never-married,Priv-house-serv,Unmarried,White,Female,99708,0,75,United-States,>50K
34,Private,996709,Prof-school,8,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,84,United-States,<=50K
67,Private,106100,Preschool,7,Married-civ-spouse,Armed-Forces,Other-relative,White,Male,0,0,95,United-States,<=50K
54,Private,487617,Assoc-acdm,7,Never-married,Tech-support,Other-relative,White,Male,0,0,76,United-States,>50K
79,Private,66350,5th-6th,4,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,>50K
89,Private,550876,Preschool,2,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,42,United-States,<=50K
46,Private,156112,5th-6th,5,Never-married,Priv-house-serv,Wife,White,Male,0,0,97,United-States,<=50K
49,Private,682485,Assoc-voc,14,Married-civ-spouse,Priv-house-serv,Own-child,White,Male,35175,0,10,United-States,<=50K
28,Self-emp,793540,7th-8th,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,53,United-States,<=50K
23,Self-emp,402948,Preschool,11,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K
52,Private,171831,Doctorate,3,Divorced,Craft-repair,Wife,White,Male,0,0,46,United-States,<=50K
50,Private,512600,Masters,15,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,36,Mexico,<=50K
35,Government,890038,Assoc-voc,14,Never-married,Priv-house-serv,Wife,White,Male,0,0,57,United-States,>50K
54,Private,606873,Assoc-acdm,9,Divorced,Exec-managerial,Other-relative,White,Male,0,0,36,United-States,>50K
30,Private,746412,5th-6th,6,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,21,United-States,<=50K
81,Self-emp,964535,1st-4th,1,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,76,United-States,>50K
18,Private,329133,12th,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,39,United-States,>50K
80,Private,276881,HS-grad,12,Never-married,Sales,Husband,White,Female,98213,0,96,United-States,<=50K
51,Private,584545,Doctorate,4,Separated,Sales,Wife,White,Male,0,0,75,United-States,>50K
27,Private,353707,Masters,9,Never-married,Farming-fishing,Husband,White,Male,0,0,16,United-States,>50K
24,Government,770494,12th,11,Divorced,Sales,Not-in-family,White,Male,0,0,43,United-States,>50K
73,Private,806447,1st-4th,6,Married-civ-spouse,Armed-Forces,Wife,White,Male,0,0,41,United-States,>50K
54,Private,594279,Some-college,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
46,Government,833397,Masters,1,Widowed,Prof-specialty,Wife,White,Male,0,0,52,United-States,<=50K
29,Government,156167,10th,8,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,52,United-States,<=50K
34,Private,156125,Masters,14,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,87,United-States,>50K
65,Private,386920,5th-6th,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,12,United-States,>50K
43,Private,172591,7th-8th,2,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,55,United-States,>50K
29,Self-emp,335530,12th,11,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,41,Germany,>50K
38,Private,521285,Masters,15,Separated,Priv-house-serv,Unmarried,White,Male,0,0,52,United-States,<=50K
59,Private,924015,Prof-school,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,97774,0,90,United-States,>50K
78,Private,118702,Preschool,8,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,12,United-States,>50K
75,Private,848769,Prof-school,6,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,83,United-States,>50K
71,Private,950567,Masters,8,Never-married,Craft-repair,Husband,Black,Male,0,0,72,United-States,>50K
51,Private,212914,1st-4th,6,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,49,United-States,<=50K
24,Private,546861,11th,5,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,27,United-States,>50K
52,Private,27248,10th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,76,United-States,>50K
32,Private,378694,Preschool,14,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,0,201,71,United-States,>50K
82,Private,391503,11th,14,Never-married,Exec-managerial,Other-relative,White,Female,0,0,19,United-States,>50K
42,Self-emp,888624,Bachelors,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,61,United-States,>50K
76,Self-emp,813373,1st-4th,10,Divorced,Priv-house-serv,Own-child,White,Male,0,2149,82,United-States,<=50K
